run_name,min_eval_loss,hidden_size,attention_probs_dropout_prob,hidden_dropout_prob,intermediate_size,num_attention_heads,num_hidden_layers,learning_rate,per_device_train_batch_size,pretraining_task,bace_classification_valid_roc_auc_score,bace_classification_valid_average_precision_score,bace_classification_test_roc_auc_score,bace_classification_test_average_precision_score,bace_regression_valid_pearsonr,bace_regression_valid_rmse,bace_regression_test_pearsonr,bace_regression_test_rmse,bbbp_valid_roc_auc_score,bbbp_valid_average_precision_score,bbbp_test_roc_auc_score,bbbp_test_average_precision_score,clearance_valid_pearsonr,clearance_valid_rmse,clearance_test_pearsonr,clearance_test_rmse,clintox_valid_roc_auc_score,clintox_valid_average_precision_score,clintox_test_roc_auc_score,clintox_test_average_precision_score,delaney_valid_pearsonr,delaney_valid_rmse,delaney_test_pearsonr,delaney_test_rmse,lipo_valid_pearsonr,lipo_valid_rmse,lipo_test_pearsonr,lipo_test_rmse,tox21_valid_roc_auc_score,tox21_valid_average_precision_score,tox21_test_roc_auc_score,tox21_test_average_precision_score
run_39,0.4080932438373565,209,0.176,0.128,3968,11,3,1.5532792068847015e-06,25,5M-MTR,0.6162046908315565,0.688193964874461,0.7791666666666668,0.8121044209994048,0.13418159246229064,0.548300272142392,0.7544782869064542,1.099738145318446,0.9606948757763976,0.9631319870542095,0.7150977936217362,0.7688837638666977,0.48502390503127824,1.128153446434126,0.4724981410383836,1.0943218997648312,0.6502347417840375,0.9791649320010554,0.6302957633892886,0.9623248964670852,0.8469115129447382,0.5174780704687436,0.887726045113542,0.4738257538237205,0.5856014491438282,0.8150949118309367,0.5384242550822755,0.7782480029815287,0.7611101578586136,0.47426354804602633,0.8049806742012818,0.34287797918451124
run_39,0.4080932438373565,209,0.176,0.128,3968,11,3,1.5532792068847015e-06,25,5M-MTR,0.6188699360341151,0.6916674688608493,0.7811594202898552,0.8133224433522787,0.12985455192984252,0.5493722645947968,0.7576890053235277,1.0787829047729804,0.9583656832298137,0.9653036660003084,0.7080643607283937,0.7582621697682631,0.5143648923895459,1.1070397999325583,0.49086320650035054,1.0805065053283438,0.653755868544601,0.9801562497547407,0.6382893685051959,0.9635729945785796,0.8557318036459803,0.5072549839041866,0.8941360613411502,0.4648750083112995,0.5956947056403723,0.8087378506295981,0.5581630059802525,0.7626219472627705,0.7542896362388469,0.4471443812700195,0.7997945104946426,0.345285543602815
run_39,0.4080932438373565,209,0.176,0.128,3968,11,3,1.5532792068847015e-06,25,5M-MTR,0.6158493248045487,0.6867040317903461,0.7817028985507248,0.8132933308264728,0.13389827487782147,0.5523392288422471,0.7518218187417982,1.1043030586586062,0.9592391304347827,0.9655038354648255,0.7114365545813661,0.7646593052201383,0.49092656883261976,1.1233927164424395,0.45587242259977867,1.104753657545461,0.6373239436619719,0.9786547783044457,0.6262989608313348,0.9621571001101417,0.860744528680135,0.49346918380237387,0.8961341857229086,0.4625715423516667,0.5992498886167127,0.806847022988512,0.5587062599635515,0.7638628583708402,0.7448524365133836,0.45488632577405586,0.8228876168109985,0.37132107409772447
run_39,0.4080932438373565,209,0.176,0.128,3968,11,3,1.5532792068847015e-06,25,5M-MTR,0.6257995735607675,0.7026705087651474,0.7860507246376811,0.8135420955664507,0.13412875609276165,0.5483614272291555,0.7535026214212136,1.1027144232161716,0.9560364906832298,0.9568949887886375,0.7192407746411023,0.7721400658415645,0.5063493483595536,1.112017741041103,0.4540404637485827,1.1062228523693214,0.6478873239436619,0.9794977180210452,0.617505995203837,0.9597754568936007,0.8562111815579337,0.5031286682926619,0.894566362933777,0.4604150360327309,0.5955946727873923,0.8091951188262816,0.5571093899217631,0.7652938945077333,0.7588795470144132,0.46851904343233386,0.8036596702382699,0.3514207983758285
run_39,0.4080932438373565,209,0.176,0.128,3968,11,3,1.5532792068847015e-06,25,5M-MTR,0.6147832267235251,0.6892486954194506,0.7820652173913043,0.8135849144142642,0.13733647234567298,0.5517881931221238,0.7504040637782163,1.1176176008443457,0.9597243788819876,0.9626847985580766,0.7124000385393583,0.7632707662766283,0.49971763374305717,1.1216343081904916,0.4705565307109967,1.0947093254111206,0.6549295774647887,0.9792467377248306,0.6278976818545164,0.9615696118444298,0.8592453595248841,0.5077833374024676,0.8967729628087959,0.46199604223911594,0.5924021788143591,0.8102301444128219,0.5433257120334282,0.7747469890861891,0.7596945778997942,0.4781294290701578,0.7927491560252459,0.3561200566218963
run_1,0.2537041008472442,407,0.156,0.295,9044,11,2,5.198644030239773e-06,25,5M-MTR,0.650497512437811,0.6923148969674877,0.7914855072463768,0.8358343300930335,0.17222929718880847,0.563354344566007,0.7999096327606819,1.1043548944469126,0.9676824534161491,0.9682400634331617,0.7339820791983813,0.7796533671635538,0.509603462432495,1.1090758665039113,0.3493938813239898,1.1865466677362766,0.6924882629107981,0.9835836689453856,0.6015187849720224,0.9496925076378082,0.8921481303167714,0.4384052783250246,0.9231070555048625,0.41083301352746104,0.6995664778580768,0.7317492879179738,0.6613637823888923,0.7079616089658145,0.7638555250514757,0.4567017807580382,0.8314496795342238,0.4206557242727332
run_1,0.2537041008472442,407,0.156,0.295,9044,11,2,5.198644030239773e-06,25,5M-MTR,0.6490760483297797,0.6909539970617073,0.7914855072463769,0.831017030755987,0.18246771097414416,0.5654763472720303,0.8106215747228085,1.0019581155793151,0.9680706521739131,0.9693981086554846,0.7327295500529916,0.7769303176741262,0.5117693059555135,1.1077674732507286,0.347564085079496,1.1823276547715784,0.6784037558685446,0.9828539457798358,0.5847322142286172,0.9475928395459823,0.8831211899812184,0.455022166292723,0.9218200446239906,0.41478238541474627,0.7076715077536031,0.7224684023461668,0.6651690339101175,0.7013552762636426,0.7717055593685656,0.4659496271653832,0.8032193355839328,0.39769511073204733
run_1,0.2537041008472442,407,0.156,0.295,9044,11,2,5.198644030239773e-06,25,5M-MTR,0.6512082444918266,0.6925517969906642,0.7911231884057971,0.8350472845735611,0.1679245027038391,0.5600048163921922,0.8038148139746032,1.0898282280262257,0.9679736024844721,0.9691956380243321,0.7369688794681568,0.7763396488341054,0.5127723816213988,1.1074686772975528,0.34607222423995093,1.1852458522690594,0.6795774647887324,0.9827873120923486,0.5975219824140687,0.9506497404758116,0.8743414464081103,0.4678770671465651,0.910316130341276,0.4290915184616487,0.7024384832712924,0.7223104934371951,0.637848324670996,0.7224400874811874,0.7657429649965684,0.4635048973174791,0.8212730564117618,0.4063649404418787
run_1,0.2537041008472442,407,0.156,0.295,9044,11,2,5.198644030239773e-06,25,5M-MTR,0.652096659559346,0.6908687373322133,0.7903985507246377,0.8316981688708096,0.16416357129544706,0.5650164711376205,0.793741583166078,1.1189701139319408,0.9680706521739131,0.9695434493551767,0.7330185952403891,0.7767567285718402,0.5024349311648256,1.1140566978071034,0.3415031252105235,1.18693057221234,0.6854460093896714,0.9831783439611388,0.6023181454836132,0.9498708527922892,0.8868304756524517,0.4468916571246176,0.9193048548884587,0.418384189069168,0.7028262870928392,0.7270747479464302,0.6605962817570445,0.7077919902748877,0.7805851063829787,0.45609654881408485,0.8065463085278144,0.39687554119981805
run_1,0.2537041008472442,407,0.156,0.295,9044,11,2,5.198644030239773e-06,25,5M-MTR,0.6567164179104478,0.6987725091108976,0.7963768115942029,0.8402670581122295,0.17727651624265614,0.564675734003457,0.8085122683902191,1.0653024383839698,0.968458850931677,0.9694473268759839,0.7359090471143654,0.7727886513163487,0.5029707990147483,1.1142278841529896,0.34271976916607594,1.187400666832285,0.7089201877934272,0.9847647346712303,0.6390887290167866,0.9584032447454702,0.882065702648955,0.4566336474272649,0.914677909160491,0.4230829473508043,0.6918468605301914,0.7369628984344594,0.6369778731671212,0.7299555615795795,0.7735501029512697,0.4638997139290696,0.822691912520182,0.422046264020397
